Run ID,Timestamp (ms),I0,I1,Q0,Q1
0,15096,0,1,0,1
0,15247,0,1,1,0
0,15367,0,1,1,0
0,15504,0,1,1,0
0,15615,0,1,1,0
0,15713,0,1,1,0
0,15784,0,1,1,0
0,15937,0,1,1,0
0,16028,0,1,1,0
0,16164,0,1,1,0
0,16254,0,1,1,0

1,0,0,1,1,0
1,102,0,1,1,0
1,250,0,1,1,0
1,324,0,1,1,0
1,389,0,1,1,0
1,509,0,1,1,0
1,608,0,1,1,0
1,745,0,1,1,0
1,900,0,1,1,0
1,981,1,0,1,0
1,1102,1,0,1,0
1,1207,1,0,0,1
1,1320,1,0,0,1
1,1441,1,0,0,1
1,1597,1,0,0,1
1,1752,1,0,0,1
1,1873,1,0,0,1
1,2033,1,0,0,1
1,2160,1,0,0,1
1,2243,1,0,0,1
1,2357,1,0,0,1
1,2501,1,0,0,1
1,2639,1,0,0,1
1,2792,1,0,0,1
1,2897,1,0,0,1
1,2967,1,1,0,1
1,3106,1,1,0,0
1,3244,1,1,0,0
1,3367,1,1,0,0
1,3504,1,1,0,0
1,3609,1,1,0,0
1,3716,1,1,0,0
1,3836,1,1,0,0
1,4002,1,1,0,0
1,4119,0,0,0,0
1,4233,0,0,1,0
1,4332,0,0,1,0
1,4413,0,0,1,0
1,4542,0,0,1,0
1,4704,0,0,1,0
1,4785,0,0,1,0
1,4916,0,0,1,0
1,5037,0,0,1,0
1,5110,0,0,1,0
1,5200,0,0,1,0
1,5341,0,0,1,0
1,5438,0,0,1,0
1,5591,0,1,1,0
1,5736,0,1,1,0
1,5883,0,1,1,0
1,5951,0,1,1,0
1,6104,0,1,1,0
1,6242,0,1,1,0
1,6323,0,1,1,0
1,6493,0,1,1,0
1,6589,0,1,1,0
1,6725,0,1,1,0
1,6830,0,1,1,0
1,6927,0,1,1,0
1,7080,0,1,1,0
1,7154,0,1,1,0
1,7275,0,0,1,0
1,7364,0,0,1,0
1,7429,0,0,1,0
1,7525,0,0,1,0
1,7670,0,0,1,0
1,7751,0,0,1,0
1,7815,0,0,1,0
1,7887,0,0,1,0
1,7960,0,0,1,0
1,8073,0,0,1,0
1,8139,0,0,1,0
1,8203,0,0,1,0
1,8275,0,0,1,0
1,8421,0,0,1,0
1,8574,1,0,1,0
1,8726,1,0,0,1
1,8864,1,0,0,1
1,8994,1,0,0,1
1,9052,1,0,0,1
1,9164,1,0,0,1
1,9277,1,0,0,1
1,9342,1,0,0,1
1,9423,1,0,0,1
1,9575,1,0,0,1
1,9723,0,1,0,1
1,9885,1,0,1,0
1,9973,1,0,0,1
1,10107,1,0,0,1
1,10228,1,0,0,1
1,10343,1,0,0,1
1,10465,1,0,0,1
1,10566,1,0,0,1
1,10654,1,0,0,1
1,10727,1,0,0,1
1,10864,1,0,0,1
1,10977,1,0,0,1
1,11054,1,0,0,1
1,11134,1,0,0,1
1,11214,1,0,0,1
1,11286,1,1,0,1
1,11447,1,1,0,0
1,11592,1,1,0,0
1,11713,0,0,0,0
1,11787,0,0,1,0
1,11931,0,0,1,0
1,12021,0,0,1,0
1,12179,0,0,1,0
1,12244,0,0,1,0
1,12365,0,0,1,0
1,12429,0,0,1,0
1,12494,0,0,1,0
1,12566,0,0,1,0
1,12638,0,0,1,0
1,12695,0,0,1,0
1,12767,0,0,1,0
1,12888,0,0,1,0
1,13031,0,0,1,0
1,13112,0,0,1,0
1,13189,0,0,1,0
1,13293,0,0,1,0
1,13446,0,0,1,0
1,13590,0,0,1,0
1,13679,0,0,1,0
1,13832,0,0,1,0
1,13921,0,0,1,0
1,14050,0,0,1,0
1,14212,0,0,1,0
1,14334,0,0,1,0
1,14439,0,0,1,0
1,14519,1,1,1,0
1,14664,1,1,0,0
1,14729,1,1,0,0
1,14882,1,1,0,0
1,15003,1,1,0,0
1,15100,1,1,0,0
1,15159,1,1,0,0
1,15233,1,1,0,0
1,15360,1,1,0,0
1,15434,1,1,0,0
1,15514,1,0,0,0
1,15642,1,0,0,1
1,15723,1,0,0,1
1,15868,1,0,0,1
1,15998,1,0,0,1
1,16087,1,0,0,1
1,16233,1,0,0,1
1,16315,1,0,0,1
1,16379,1,0,0,1
1,16518,1,0,0,1

2,0,1,0,0,1
2,98,1,0,0,1
2,202,0,1,0,1
2,339,0,1,1,0
2,435,0,1,1,0
2,500,0,1,1,0
2,639,0,1,1,0
2,775,0,1,1,0
2,841,0,1,1,0
2,996,0,1,1,0
2,1108,0,1,1,0
2,1181,0,1,1,0
2,1335,0,1,1,0
2,1447,0,1,1,0
2,1593,0,1,1,0
2,1698,0,1,1,0
2,1762,0,1,1,0
2,1859,0,1,1,0
2,1986,0,1,1,0
2,2106,0,1,1,0
2,2195,0,1,1,0
2,2299,0,1,1,0
2,2428,0,1,1,0
2,2563,0,1,1,0
2,2660,0,1,1,0
2,2812,1,1,1,0
2,2908,1,1,0,0
2,3036,1,0,0,0
2,3116,1,0,0,1
2,3260,1,0,0,1
2,3324,1,0,0,1
2,3404,1,0,0,1
2,3469,1,0,0,1
2,3598,1,0,0,1
2,3726,1,0,0,1
2,3855,1,0,0,1
2,3912,1,1,0,1
2,4064,1,1,0,0
2,4200,1,1,0,0
2,4337,1,1,0,0
2,4410,0,0,0,0
2,4498,0,0,1,0
2,4578,0,0,1,0
2,4642,0,0,1,0
2,4755,0,0,1,0
2,4867,0,0,1,0
2,4919,0,0,1,0
2,5020,0,0,1,0
2,5125,0,0,1,0
2,5266,0,0,1,0
2,5356,0,0,1,0
2,5502,0,0,1,0
2,5571,0,0,1,0
2,5695,0,0,1,0
2,5775,0,0,1,0
2,5887,0,0,1,0
2,5983,0,0,1,0
2,6057,0,0,1,0
2,6151,0,0,1,0
2,6244,0,0,1,0
2,6387,0,1,1,0
2,6466,0,1,1,0
2,6546,0,1,1,0
2,6659,0,1,1,0
2,6754,0,1,1,0
2,6867,0,1,1,0
2,6987,0,1,1,0
2,7099,0,1,1,0
2,7155,0,1,1,0
2,7283,0,1,1,0
2,7371,0,1,1,0
2,7507,0,1,1,0
2,7635,0,1,1,0
2,7756,0,1,1,0
2,7836,0,1,1,0
2,7908,0,1,1,0
2,8013,0,1,1,0
2,8166,0,1,1,0
2,8247,0,1,1,0
2,8326,0,1,1,0
2,8423,0,1,1,0
2,8503,0,1,1,0
2,8559,0,1,1,0
2,8649,0,1,1,0
2,8743,0,1,1,0
2,8875,0,1,1,0
2,8979,0,1,1,0
2,9083,0,1,1,0
2,9242,1,0,1,0
2,9386,1,0,0,1
2,9463,1,0,0,1
2,9562,1,0,0,1
2,9683,1,0,0,1
2,9763,0,1,0,1
2,9819,0,1,0,1
2,9963,0,0,1,0
2,10083,0,0,1,0
2,10196,0,0,1,0
2,10349,0,0,1,0
2,10493,1,0,0,1
2,10593,1,0,0,1
2,10717,1,0,0,1
2,10861,1,0,0,1
2,11014,1,0,0,1
2,11078,1,0,0,1
2,11222,1,0,0,1
2,11318,1,0,0,1
2,11415,1,0,0,1
2,11479,1,0,0,1
2,11558,1,0,0,1
2,11622,1,0,0,1
2,11735,1,0,0,1
2,11880,1,0,0,1
2,12007,1,0,0,1
2,12111,1,0,0,1
2,12199,1,1,0,1
2,12295,1,1,0,1
2,12427,1,1,0,0
2,12568,0,1,0,0
2,12696,0,1,1,0
2,12808,0,1,1,0
2,12928,0,1,1,0
2,13080,0,1,1,0
2,13144,0,1,1,0
2,13216,0,1,1,0
2,13336,0,1,1,0
2,13393,0,1,1,0
2,13513,0,1,1,0
2,13601,0,0,1,0
2,13697,0,0,1,0
2,13778,0,0,1,0
2,13842,0,0,1,0
2,13906,0,0,1,0
2,13994,1,1,1,0
2,14105,1,1,0,0
2,14218,1,1,0,0
2,14313,1,1,0,0
2,14393,1,1,0,0
2,14497,1,1,0,0
2,14626,1,1,0,0
2,14762,1,1,0,0
2,14820,1,1,0,0
2,14938,1,1,0,0
2,15019,0,0,0,0
2,15155,0,0,1,0
2,15227,1,1,1,0
2,15339,1,1,1,0
2,15419,1,1,0,0
2,15565,1,1,0,0
2,15636,1,1,0,0

3,1,1,1,0,0
3,94,1,1,0,0
3,208,1,1,0,0
3,335,1,1,0,0
3,425,1,1,0,0
3,533,0,1,0,0
3,635,0,1,0,0
3,787,0,1,1,0
3,859,0,1,1,0
3,964,0,1,1,0
3,1055,0,1,1,0
3,1140,0,1,1,0
3,1268,0,1,1,0
3,1333,0,1,1,0
3,1413,0,1,1,0
3,1495,0,1,1,0
3,1585,0,1,1,0
3,1706,0,1,1,0
3,1835,0,1,1,0
3,1957,1,1,1,0
3,2089,1,1,0,0
3,2185,1,1,0,0
3,2248,1,1,0,0
3,2328,1,1,0,0
3,2440,1,1,0,0
3,2570,1,1,0,0
3,2649,1,0,0,0
3,2747,1,0,0,0
3,2820,1,0,0,1
3,2950,1,0,0,1
3,3022,1,0,0,1
3,3119,1,0,0,1
3,3182,1,0,0,1
3,3310,1,0,0,1
3,3391,1,0,0,1
3,3471,1,0,0,1
3,3544,1,0,0,1
3,3688,1,0,0,1
3,3751,1,0,0,1
3,3842,1,0,0,1
3,3921,1,0,0,1
3,4057,1,0,0,1
3,4161,1,0,0,1
3,4290,1,0,0,1
3,4354,1,0,0,1
3,4417,1,0,0,1
3,4514,0,0,0,1
3,4631,1,1,0,1
3,4747,1,1,0,0
3,4869,1,1,0,0
3,4950,1,1,0,0
3,5013,1,1,0,0
3,5109,0,1,0,0
3,5189,0,1,0,0
3,5279,0,1,1,0
3,5415,0,1,1,0
3,5503,0,1,1,0
3,5608,0,1,1,0
3,5736,0,1,1,0
3,5849,0,1,1,0
3,5993,0,1,1,0
3,6049,0,1,1,0
3,6153,0,1,1,0
3,6299,0,1,1,0
3,6364,0,1,1,0
3,6490,1,1,1,0
3,6595,1,1,0,0
3,6708,1,1,0,0
3,6863,1,1,0,0
3,6960,1,1,0,0
3,7065,1,1,0,0
3,7194,1,1,0,0
3,7257,1,1,0,0
3,7402,1,1,0,0
3,7466,1,1,0,0
3,7546,1,1,0,0
3,7611,0,1,0,0
3,7765,0,1,1,0
3,7847,0,1,1,0
3,7927,0,1,1,0
3,7990,0,1,1,0
3,8091,0,1,1,0
3,8232,0,1,1,0
3,8345,0,1,1,0
3,8419,0,1,1,0
3,8514,0,1,1,0
3,8652,0,1,1,0
3,8748,0,1,1,0
3,8897,0,1,1,0
3,8953,0,1,1,0
3,9064,0,1,1,0
3,9186,1,0,1,0
3,9265,1,0,0,1
3,9418,1,0,0,1
3,9498,1,0,0,1
3,9658,1,0,0,1
3,9731,1,0,0,1
3,9800,1,0,0,1
3,9895,1,0,0,1
3,10026,1,0,0,1
3,10099,1,0,0,1
3,10235,1,0,0,1
3,10323,1,0,0,1
3,10468,1,0,0,1
3,10621,1,0,0,1
3,10716,1,0,0,1
3,10820,1,0,0,1
3,10957,1,0,0,1
3,11022,1,0,0,1
3,11145,1,0,0,1
3,11294,1,0,0,1
3,11366,1,0,0,1
3,11446,1,0,0,1
3,11542,1,0,0,1
3,11654,0,0,0,1
3,11790,0,0,1,1
3,11918,0,0,1,1
3,12062,0,0,1,1
3,12159,0,0,1,1
3,12271,0,0,1,1
3,12359,0,0,1,1
3,12479,0,0,1,1
3,12532,0,0,1,1
3,12623,0,0,1,1
3,12720,0,0,1,1
3,12791,0,0,1,1
3,12948,0,0,1,1
3,13069,0,0,1,1
3,13208,0,0,1,1
3,13320,0,0,1,1
3,13425,0,0,1,1
3,13537,0,0,1,1
3,13612,0,0,1,1
3,13697,0,0,1,1
3,13842,1,0,0,1
3,13950,1,0,0,1
3,14090,1,0,0,1
3,14234,0,0,0,1
3,14339,0,0,1,1
3,14411,0,0,1,1
3,14523,0,0,1,1
3,14651,0,0,1,1
3,14766,0,0,1,1
3,14910,0,0,1,1
3,15016,0,0,1,1
3,15154,0,0,1,1
3,15249,0,0,1,1
3,15369,0,0,1,1
3,15458,0,0,1,1
3,15570,0,0,1,1

4,1,0,0,1,0
4,127,0,0,1,0
4,223,0,0,1,0
4,303,0,0,1,0
4,415,0,0,1,0
4,488,0,0,1,0
4,616,0,0,1,0
4,736,0,0,1,0
4,881,0,0,1,0
4,976,0,0,1,0
4,1057,0,0,1,0
4,1153,0,0,1,0
4,1232,0,0,1,0
4,1377,0,0,1,0
4,1537,0,0,1,0
4,1632,0,0,1,0
4,1745,0,0,1,0
4,1825,0,0,1,0
4,1945,0,0,1,0
4,2050,0,0,1,0
4,2122,0,0,1,0
4,2234,0,0,1,0
4,2363,0,0,1,0
4,2463,0,0,1,0
4,2548,0,0,1,0
4,2629,0,0,1,0
4,2737,0,0,1,0
4,2833,0,0,1,0
4,2913,0,0,1,0
4,3009,0,0,1,0
4,3113,0,0,1,0
4,3193,0,0,1,0
4,3313,0,0,1,0
4,3458,0,0,1,0
4,3555,0,0,1,0
4,3634,0,0,1,0
4,3763,0,0,1,0
4,3844,0,0,1,0
4,3931,0,0,1,0
4,4035,0,0,1,0
4,4195,0,0,1,0
4,4316,0,0,1,0
4,4460,0,0,1,0
4,4532,0,0,1,0
4,4644,0,0,1,0
4,4756,0,0,1,0
4,4845,0,0,1,0
4,4908,0,0,1,0
4,4973,0,1,1,0
4,5053,0,1,1,0
4,5206,0,1,1,0
4,5294,0,1,1,0
4,5439,0,1,1,0
4,5574,0,1,1,0
4,5729,0,1,1,0
4,5872,0,1,1,0
4,5948,0,1,1,0
4,6080,0,1,1,0
4,6233,0,1,1,0
4,6329,0,1,1,0
4,6394,0,1,1,0
4,6550,0,1,1,0
4,6690,0,1,1,0
4,6750,0,1,1,0
4,6827,0,1,1,0
4,6964,1,0,0,1
4,7059,1,0,0,1
4,7124,1,0,0,1
4,7262,1,0,0,1
4,7325,1,0,0,1
4,7431,1,0,0,1
4,7560,1,1,0,1
4,7697,0,1,0,0
4,7826,0,1,1,0
4,7939,0,1,1,0
4,8018,0,1,1,0
4,8131,1,1,1,0
4,8227,1,1,0,0
4,8373,1,1,0,0
4,8453,1,1,0,0
4,8567,1,1,0,0
4,8663,1,1,0,0
4,8818,1,1,0,0
4,8947,1,1,0,0
4,9020,1,1,0,0
4,9180,1,1,0,0
4,9308,1,1,0,0
4,9453,1,1,0,0
4,9591,1,1,0,0
4,9743,1,1,0,0
4,9863,1,1,0,0
4,10000,1,1,0,0
4,10144,0,1,0,0
4,10288,0,1,1,0
4,10449,0,1,1,0
4,10609,0,1,1,0
4,10690,0,1,1,0
4,10834,0,1,1,0
4,10898,0,1,1,0
4,11003,0,1,1,0
4,11114,0,1,1,0
4,11251,0,1,1,0
4,11364,0,1,1,0
4,11453,0,1,1,0
4,11516,0,0,1,0
4,11646,0,0,1,0
4,11786,0,0,1,0
4,11914,0,0,1,0
4,12004,0,0,1,0
4,12142,0,0,1,0
4,12262,0,0,1,0
4,12421,0,0,1,0
4,12550,0,0,1,0
4,12647,0,0,1,0
4,12713,1,1,1,0
4,12827,1,1,1,0
4,12899,1,1,0,0
4,13005,1,1,0,0
4,13117,1,0,0,0
4,13270,1,0,0,1
4,13343,1,0,0,1
4,13423,1,0,0,1
4,13552,1,0,0,1
4,13714,1,0,0,1
4,13787,1,0,0,1
4,13915,1,0,0,1
4,14060,1,0,0,1
4,14181,1,0,0,1
4,14287,1,0,0,1
4,14384,1,0,0,1
4,14456,1,0,0,1
4,14554,1,0,0,1
4,14669,1,1,0,1
4,14749,1,1,0,0
4,14805,1,1,0,0
4,14944,1,1,0,0
4,15000,1,1,0,0
4,15088,1,1,0,0
4,15163,1,1,0,0
4,15316,1,1,0,0
4,15460,1,1,0,0
4,15524,1,1,0,0
4,15597,0,1,0,0
4,15750,0,1,1,0
4,15887,0,1,1,0
4,15970,0,1,1,0
4,16067,0,1,1,0
4,16155,0,1,1,0
4,16302,0,1,1,0
4,16391,0,1,1,0

5,0,1,1,0,0
5,93,1,1,0,0
5,236,1,1,0,0
5,361,1,1,0,0
5,499,1,1,0,0
5,564,1,1,0,0
5,661,1,1,0,0
5,725,1,1,0,0
5,780,1,1,0,0
5,907,1,1,0,0
5,996,1,1,0,0
5,1069,1,1,0,0
5,1198,1,1,0,0
5,1322,1,1,0,0
5,1403,1,1,0,0
5,1551,1,1,0,0
5,1640,1,1,0,0
5,1792,1,1,0,0
5,1866,1,1,0,0
5,2001,1,1,0,0
5,2085,1,1,0,0
5,2146,1,1,0,0
5,2210,1,1,0,0
5,2348,1,1,0,0
5,2444,1,1,0,0
5,2589,1,1,0,0
5,2644,1,1,0,0
5,2759,1,1,0,0
5,2891,1,1,0,0
5,3020,1,1,0,0
5,3142,1,1,0,0
5,3219,1,1,0,0
5,3339,1,1,0,0
5,3427,1,1,0,0
5,3509,1,1,0,0
5,3589,1,1,0,0
5,3725,1,1,0,0
5,3811,1,0,0,0
5,3884,1,0,0,0
5,3981,1,0,0,1
5,4046,1,0,0,1
5,4134,1,0,0,1
5,4231,1,0,0,1
5,4393,1,0,0,1
5,4522,1,0,0,1
5,4667,1,0,0,1
5,4770,1,0,0,1
5,4878,1,0,0,1
5,4953,1,0,0,1
5,5087,1,0,0,1
5,5209,1,0,0,1
5,5333,1,0,0,1
5,5461,1,0,0,1
5,5607,1,0,0,1
5,5729,1,1,0,1
5,5842,1,1,0,0
5,5946,1,1,0,0
5,6076,1,1,0,0
5,6212,1,1,0,0
5,6343,1,1,0,0
5,6439,1,1,0,0
5,6592,1,1,0,0
5,6656,1,1,0,0
5,6802,1,1,0,0
5,6938,1,1,0,0
5,7067,1,1,0,0
5,7210,1,1,0,0
5,7282,1,1,0,0
5,7379,1,1,0,0
5,7435,1,1,0,0
5,7555,1,1,0,0
5,7676,1,1,0,0
5,7831,1,1,0,0
5,7959,1,1,0,0
5,8100,1,1,0,0
5,8228,1,1,0,0
5,8317,1,1,0,0
5,8381,1,1,0,0
5,8494,1,1,0,0
5,8631,1,1,0,0
5,8776,1,1,0,0
5,8858,1,1,0,0
5,9010,1,1,0,0
5,9124,1,1,0,0
5,9246,1,1,0,0
5,9304,1,1,0,0
5,9424,1,1,0,0
5,9526,1,1,0,0
5,9659,1,1,0,0
5,9811,1,1,0,0
5,9961,1,1,0,0
5,10073,1,1,0,0
5,10165,1,1,0,0
5,10306,1,1,0,0
5,10459,1,1,0,0
5,10597,1,1,0,0
5,10721,1,1,0,0
5,10835,0,0,0,0
5,10948,0,0,1,0
5,11032,0,0,1,0
5,11113,0,0,1,0
5,11246,0,0,1,0
5,11328,0,0,1,0
5,11417,0,0,1,0
5,11515,0,0,1,0
5,11643,0,0,1,0
5,11765,0,0,1,0
5,11896,0,0,1,0
5,11985,0,0,1,0
5,12049,0,0,1,0
5,12163,0,0,1,0
5,12277,0,0,1,0
5,12365,0,0,1,0
5,12494,0,0,1,0
5,12573,0,0,1,0
5,12678,0,0,1,0
5,12737,0,0,1,0
5,12890,0,0,1,0
5,13000,0,0,1,0
5,13065,0,0,1,0
5,13162,0,0,1,0
5,13226,0,0,1,0
5,13388,1,0,1,0
5,13468,1,0,0,1
5,13613,1,0,0,1
5,13671,1,0,0,1
5,13817,1,0,0,1
5,13960,1,0,0,1
5,14082,1,0,0,1
5,14186,1,0,0,1
5,14332,1,0,0,1
5,14468,1,0,0,1
5,14613,0,1,0,1
5,14728,0,1,1,0
5,14875,0,1,1,0
5,15019,0,1,1,0
5,15129,0,1,1,0
5,15245,0,1,1,0
5,15326,0,1,1,0
5,15478,0,1,1,0
5,15631,0,0,1,0
5,15689,0,0,1,0
5,15769,0,0,1,0
5,15915,0,0,1,0
5,16039,0,0,1,0
5,16111,0,0,1,0
5,16175,0,0,1,0
5,16239,0,0,1,0
5,16361,0,0,1,0
5,16484,0,0,1,0

6,0,0,0,1,0
6,122,0,0,1,0
6,203,0,0,1,0
6,267,0,0,1,0
6,384,0,0,1,0
6,504,0,0,1,0
6,613,1,1,1,0
6,702,1,1,0,0
6,855,1,0,0,0
6,984,1,0,0,1
6,1074,1,0,0,1
6,1186,1,0,0,1
6,1275,1,0,0,1
6,1403,1,0,0,1
6,1540,1,0,0,1
6,1636,1,0,0,1
6,1701,1,0,0,1
6,1774,1,0,0,1
6,1936,1,0,0,1
6,2024,1,0,0,1
6,2081,1,0,0,1
6,2204,1,0,0,1
6,2260,1,0,0,1
6,2389,1,1,0,1
6,2462,1,1,0,0
6,2518,1,1,0,0
6,2610,1,1,0,0
6,2710,1,1,0,0
6,2776,0,0,0,0
6,2857,0,0,0,0
6,2938,1,0,0,0
6,3067,1,0,0,1
6,3140,1,0,0,1
6,3196,1,0,0,1
6,3356,1,0,0,1
6,3447,1,0,0,1
6,3567,1,0,0,1
6,3712,1,0,0,1
6,3793,1,0,0,1
6,3890,1,0,0,1
6,4003,1,0,0,1
6,4068,1,0,0,1
6,4141,1,0,0,1
6,4216,1,0,0,1
6,4335,1,1,0,1
6,4488,1,1,0,0
6,4609,1,1,0,0
6,4669,1,1,0,0
6,4825,1,1,0,0
6,4890,1,1,0,0
6,4970,1,1,0,0
6,5123,1,1,0,0
6,5252,1,1,0,0
6,5383,1,1,0,0
6,5481,1,1,0,0
6,5578,1,1,0,0
6,5659,1,1,0,0
6,5800,1,1,0,0
6,5898,1,1,0,0
6,6043,1,1,0,0
6,6147,1,1,0,0
6,6230,1,1,0,0
6,6294,1,1,0,0
6,6415,1,1,0,0
6,6471,1,1,0,0
6,6591,1,1,0,0
6,6657,1,1,0,0
6,6804,1,1,0,0
6,6864,1,1,0,0
6,6993,1,1,0,0
6,7141,1,1,0,0
6,7206,1,0,0,0
6,7343,1,0,0,1
6,7481,1,0,0,1
6,7570,1,0,0,1
6,7667,1,0,0,1
6,7794,1,0,0,1
6,7852,1,0,0,1
6,7924,1,0,0,1
6,8068,1,0,0,1
6,8206,1,0,0,1
6,8342,1,0,0,1
6,8441,1,0,0,1
6,8568,0,1,0,1
6,8688,0,1,1,0
6,8781,0,1,1,0
6,8869,0,1,1,0
6,9006,1,0,1,0
6,9083,1,0,0,1
6,9180,1,0,0,1
6,9342,1,0,0,1
6,9504,1,0,0,1
6,9625,1,1,0,1
6,9762,1,1,0,0
6,9879,1,1,0,0
6,9994,1,1,0,0
6,10132,1,1,0,0
6,10220,1,1,0,0
6,10344,1,1,0,0
6,10424,1,1,0,0
6,10533,1,1,0,0
6,10602,1,1,0,0
6,10714,1,1,0,0
6,10796,1,1,0,0
6,10908,1,1,0,0
6,11005,1,1,0,0
6,11135,1,1,0,0
6,11238,1,1,0,0
6,11360,1,1,0,0
6,11490,1,1,0,0
6,11625,1,1,0,0
6,11723,1,1,0,0
6,11843,1,1,0,0
6,11948,1,1,0,0
6,12055,1,1,0,0
6,12150,1,1,0,0
6,12263,1,1,0,0
6,12378,1,0,0,0
6,12490,1,0,0,1
6,12578,1,0,0,1
6,12731,1,0,0,1
6,12890,1,0,0,1
6,12995,1,0,0,1
6,13131,1,0,0,1
6,13261,1,0,0,1
6,13380,1,0,0,1
6,13461,1,0,0,1
6,13581,1,0,0,1
6,13673,1,0,0,1
6,13802,1,0,0,1
6,13945,1,0,0,1
6,14002,1,0,0,1
6,14132,1,0,0,1
6,14276,1,0,0,1
6,14412,0,0,0,1
6,14509,0,0,1,1
6,14614,0,0,1,1
6,14765,0,0,1,1
6,14891,0,0,1,1
6,14982,0,0,1,1
6,15070,0,0,1,1
6,15159,0,0,1,1
6,15239,0,0,1,1
6,15311,0,0,1,1
6,15463,0,0,1,1
6,15600,0,0,1,1
6,15724,0,0,1,1
6,15813,0,1,1,1
6,15940,0,1,1,0
6,16037,0,1,1,0

7,0,0,1,1,0
7,138,0,1,1,0
7,226,0,1,1,0
7,306,0,1,1,0
7,370,0,1,1,0
7,522,0,1,1,0
7,602,0,1,1,0
7,722,0,1,1,0
7,852,0,1,1,0
7,949,0,1,1,0
7,1101,0,1,1,0
7,1253,0,1,1,0
7,1350,0,1,1,0
7,1449,0,1,1,0
7,1553,0,1,1,0
7,1666,0,1,1,0
7,1786,0,1,1,0
7,1945,0,1,1,0
7,2058,1,0,1,0
7,2122,1,0,1,0
7,2235,1,0,0,1
7,2315,1,0,0,1
7,2459,1,0,0,1
7,2532,1,0,0,1
7,2693,1,0,0,1
7,2805,1,0,0,1
7,2926,1,0,0,1
7,3055,1,0,0,1
